Generation,Policy_Index,Fitness,Policy_JSON
48,12,11800,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""velo:falling"": ""flap"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""flap"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:medium_velo:stable"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing""}"
48,13,3110,"{""dist:medium"": ""flap"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""velo:falling"": ""flap"", ""pos:above"": ""do_nothing"", ""dist:medium_pos:below"": ""do_nothing"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:medium_velo:stable"": ""do_nothing"", ""dist:close_pos:above_velo:rising"": ""flap"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""flap"", ""dist:close_pos:above_velo:falling"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""flap"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""dist:far_velo:rising"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing""}"
48,14,44260,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""velo:falling"": ""flap"", ""pos:above"": ""flap"", ""dist:medium_pos:below"": ""do_nothing"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:close_pos:above_velo:falling"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""dist:far_velo:rising"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:medium_velo:stable"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing"", ""dist:close_pos:below_velo:falling"": ""do_nothing""}"
48,15,360,"{""dist:close"": ""flap"", ""dist:medium_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""pos:below_velo:falling"": ""do_nothing"", ""velo:falling"": ""flap"", ""default"": ""flap""}"
48,16,1410,"{""dist:close"": ""flap"", ""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:above_velo:falling"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""velo:rising"": ""flap"", ""default"": ""do_nothing""}"
48,17,9950,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""velo:falling"": ""flap"", ""pos:above"": ""do_nothing"", ""dist:close_pos:above_velo:stable"": ""flap"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:medium_velo:stable"": ""do_nothing"", ""dist:close_pos:above_velo:rising"": ""flap"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""flap"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""do_nothing"", ""default"": ""flap""}"
48,18,440,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""do_nothing"", ""velo:falling"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:medium_velo:stable"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""flap"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:close_pos:above_velo:falling"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing""}"
48,19,15140,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""velo:falling"": ""flap"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""flap"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""dist:medium_velo:stable"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""do_nothing"", ""default"": ""flap""}"
49,0,35630,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""velo:falling"": ""flap"", ""pos:above"": ""do_nothing"", ""dist:medium_pos:below"": ""do_nothing"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:close_pos:above_velo:falling"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:medium_velo:stable"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing""}"
49,1,15200,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""do_nothing"", ""velo:falling"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:above_velo:rising"": ""flap"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""flap"", ""dist:close_pos:above_velo:falling"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing""}"
49,2,13580,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""velo:falling"": ""flap"", ""pos:above"": ""flap"", ""dist:medium_pos:below"": ""do_nothing"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:close_pos:above_velo:falling"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""dist:far_velo:rising"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:medium_velo:stable"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing"", ""dist:close_pos:below_velo:falling"": ""do_nothing""}"
49,3,9980,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""velo:falling"": ""flap"", ""pos:above"": ""do_nothing"", ""dist:medium_pos:below"": ""do_nothing"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:medium_velo:stable"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""flap"", ""dist:close_pos:above_velo:falling"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing"", ""dist:far_velo:rising"": ""flap""}"
49,4,25560,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""velo:falling"": ""flap"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:medium_velo:stable"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""flap"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""do_nothing"", ""default"": ""flap""}"
49,5,4860,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""do_nothing"", ""velo:falling"": ""flap"", ""dist:close_pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:close_pos:above_velo:falling"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""dist:far_velo:rising"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:medium_velo:stable"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""flap""}"
49,6,11870,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""do_nothing"", ""velo:falling"": ""flap"", ""dist:close_pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:medium_velo:stable"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:close_pos:above_velo:falling"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""dist:far_velo:rising"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing""}"
49,7,30510,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""do_nothing"", ""velo:falling"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:above_velo:rising"": ""flap"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""flap"", ""dist:close_pos:above_velo:falling"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""flap""}"
49,8,8330,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""flap"", ""velo:falling"": ""flap"", ""dist:close_pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:medium_velo:stable"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:close_pos:above_velo:falling"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""dist:far_velo:rising"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing"", ""dist:medium_pos:aligned_velo:rising"": ""do_nothing""}"
49,9,15180,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""flap"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""do_nothing"", ""velo:falling"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:medium_velo:stable"": ""do_nothing"", ""dist:close_pos:above_velo:rising"": ""flap"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""flap"", ""dist:close_pos:above_velo:falling"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing""}"
49,10,35750,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""flap"", ""velo:falling"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:medium_velo:stable"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:close_pos:above_velo:falling"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""flap"", ""velo:stable"": ""flap"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""do_nothing"", ""default"": ""flap""}"
